model,src,tgt,pair,fraction,seed,n_train,n_val_full,n_val_prop,auroc,f1_macro,brier,ece_fixed,ece_adaptive,temperature_src,ece_scaled_fixed,ece_scaled_adaptive,temperature_prop,ece_scaled_prop,degeneracy_share,degenerate
MIDNIGHT,3,4,h3->h4,0.05,42,700,3000,150,0.985856,0.9559887331156776,0.0619560665530517,0.1408192594978403,0.1393665909842972,0.9276893347009796,0.041746097072543,0.0408226900473353,0.8996483343042626,0.0393809993932555,0.516,False
MIDNIGHT,3,4,h3->h4,0.05,123,700,3000,150,0.990608888888889,0.9602883223529248,0.0574438211615597,0.1497493204639741,0.142907864814305,0.9300320124475384,0.0445851693748046,0.0438442180015612,0.6622445556653854,0.0356619381891918,0.5336666666666666,False
MIDNIGHT,3,4,h3->h4,0.05,456,700,3000,150,0.9896822222222222,0.9639689973239196,0.0578274881042542,0.1459508772902157,0.1407515000811684,0.9360074786645912,0.0427103509201463,0.0419935694832463,1.26725296164168,0.0730819491406854,0.5293333333333333,False
MIDNIGHT,3,4,h3->h4,0.1,42,1400,3000,300,0.9894644444444444,0.960311103141215,0.0502460264428216,0.1124240603572262,0.1081522114174691,1.0723111726510002,0.0344880148115887,0.0341639095336229,0.9048435304169308,0.0276625383521017,0.5236666666666666,False
MIDNIGHT,3,4,h3->h4,0.1,123,1400,3000,300,0.9916973333333332,0.962303071076503,0.0478271535035887,0.121978948358855,0.1130615557688904,1.0034928578636504,0.0352351530849301,0.0370454814630029,1.1820496035271364,0.0496261151390533,0.5283333333333333,False
MIDNIGHT,3,4,h3->h4,0.1,456,1400,3000,300,0.9923124444444444,0.9663184797829176,0.0450552475470837,0.1182481281682596,0.1121942061770209,1.0253833424792007,0.032780900689765,0.0320996703310857,1.0721760299327183,0.0377149423771237,0.521,False
MIDNIGHT,3,4,h3->h4,0.25,42,3500,3000,750,0.9913528888888892,0.959293368467086,0.0413140549451491,0.0815213232030613,0.078431731692888,1.2360473707597386,0.0395522835632042,0.0384657646976267,1.2980760775388722,0.0398736297126125,0.5313333333333333,False
MIDNIGHT,3,4,h3->h4,0.25,123,3500,3000,750,0.992014222222222,0.959634261949176,0.0417565625478843,0.0901414557964596,0.0846593638193132,1.1717500551765112,0.037156533459814,0.0375346686274414,1.3597049379246515,0.0457940843389654,0.5283333333333333,False
MIDNIGHT,3,4,h3->h4,0.25,456,3500,3000,750,0.9931715555555556,0.9653144489777769,0.0367597302862683,0.083715036601014,0.0785118923086241,1.1658205471927083,0.0342711030206661,0.0320654969746925,1.1826404917838105,0.034896891180982,0.5233333333333333,False
MIDNIGHT,3,4,h3->h4,0.5,42,7000,3000,1500,0.9917853333333332,0.9582998573855124,0.0389170084398726,0.0702607266433152,0.0659009806761702,1.2776276411985208,0.0369090295399575,0.0360963853881233,1.2587878215527522,0.0355854891539751,0.5283333333333333,False
MIDNIGHT,3,4,h3->h4,0.5,123,7000,3000,1500,0.9928355555555556,0.961305817470201,0.0360909374058871,0.0711350001114526,0.0649213020862123,1.2744294117459838,0.0320712260460784,0.0319841835226561,1.385225061251356,0.0355255318817424,0.5266666666666666,False
MIDNIGHT,3,4,h3->h4,0.5,456,7000,3000,1500,0.993136,0.9633110101212692,0.035005766030143,0.0716561031336453,0.0653354724899548,1.2705633451189933,0.0329228012577371,0.0320581820474575,1.121197693889412,0.0322150624112574,0.5246666666666666,False
MIDNIGHT,3,4,h3->h4,1.0,42,14000,3000,3000,0.9938564444444444,0.964317597393784,0.0318317011277643,0.0556910420213659,0.0525270525399134,1.3383131290104096,0.0300735525186755,0.0294078936003997,1.3383131290104096,0.0300735525186755,0.521,False
MIDNIGHT,3,4,h3->h4,1.0,123,14000,3000,3000,0.9938564444444444,0.964317597393784,0.0318317011277643,0.0556910420213659,0.0525270525399134,1.3383131290104096,0.0300735525186755,0.0294078936003997,1.3383131290104096,0.0300735525186755,0.521,False
MIDNIGHT,3,4,h3->h4,1.0,456,14000,3000,3000,0.9938564444444444,0.964317597393784,0.0318317011277643,0.0556910420213659,0.0525270525399134,1.3383131290104096,0.0300735525186755,0.0294078936003997,1.3383131290104096,0.0300735525186755,0.521,False
MIDNIGHT,4,0,h4->h0,0.01,42,140,3000,30,0.9927755555555556,0.9488934200668038,0.0769380548986763,0.2175068327939812,0.2044093406117784,0.5231958166140512,0.0458822065960109,0.0459790203932172,0.1000036141666664,0.0472919051817345,0.5456666666666666,False
MIDNIGHT,4,0,h4->h0,0.01,123,140,3000,30,0.9937937777777778,0.9525748515793242,0.0762815846196797,0.2154159795326442,0.209873653777883,0.5587218337450778,0.0467938644055196,0.0473811656437191,0.407087734583171,0.0451051464501129,0.544,False
MIDNIGHT,4,0,h4->h0,0.01,456,140,3000,30,0.9879604444444444,0.9333735026754948,0.0814796992279993,0.1947317951284131,0.1954115125810748,0.6544722983093116,0.0697111898979484,0.0701970272014955,0.1000052749944835,0.0663914699991063,0.5663333333333334,False
MIDNIGHT,4,0,h4->h0,0.05,42,700,3000,150,0.9949222222222222,0.9596113746385468,0.0380646591117325,0.1056239882941507,0.102198741147442,0.8872261030968421,0.0378846107801389,0.0386288885746241,0.8656667126687578,0.0378943941082302,0.537,False
MIDNIGHT,4,0,h4->h0,0.05,123,700,3000,150,0.995092,0.9552568922194185,0.0407291265472732,0.1131185485481598,0.1103704856217312,0.9176655409747912,0.0431085643455602,0.044133172710696,0.4460672473835603,0.040910914326261,0.5413333333333333,False
MIDNIGHT,4,0,h4->h0,0.05,456,700,3000,150,0.9932737777777778,0.9542487392522108,0.04274759698044,0.1092244832556824,0.1040687700114984,0.979038278791104,0.0443083904903444,0.0448534684182966,1.0885082245348474,0.0445873016233547,0.543,False
MIDNIGHT,4,0,h4->h0,0.1,42,1400,3000,300,0.9954826666666666,0.9632957481794692,0.0315852563443404,0.0803436608816289,0.0777836209477297,1.0400176013024371,0.0330679655165097,0.0340940985882992,1.161391970478205,0.0325056572512578,0.532,False
MIDNIGHT,4,0,h4->h0,0.1,123,1400,3000,300,0.9950777777777778,0.9542487392522108,0.0358309635023883,0.0837487443845988,0.0845339172212017,1.0961305290932808,0.0443061257496898,0.0452340450124369,1.0717817809665071,0.0442060017507182,0.543,False
MIDNIGHT,4,0,h4->h0,0.1,456,1400,3000,300,0.9945968888888888,0.9525720426219244,0.0381791005845908,0.08723557972658,0.0875498081280344,1.1338350888704354,0.0474739114131541,0.0480203061211546,1.3456994588556013,0.0501592140850309,0.5446666666666666,False
MIDNIGHT,4,0,h4->h0,0.25,42,3500,3000,750,0.9966995555555556,0.9676406893311577,0.0258960010472738,0.0627077160343125,0.0603008359734793,1.1997038823328017,0.0275761349497113,0.0297523753202146,1.3220874581337545,0.0287070999021045,0.5283333333333333,False
MIDNIGHT,4,0,h4->h0,0.25,123,3500,3000,750,0.996208,0.9612831563039032,0.0294849586195963,0.0615548008599878,0.0611760220095248,1.2778868065976825,0.0378169094279413,0.0391647668641295,1.1953090378054023,0.0377006108498936,0.536,False
