model,src,tgt,pair,fraction,seed,C,n_train,auroc,f1_macro,brier,ece_fixed,temperature_src,ece_scaled_fixed,degeneracy_share
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.01,123,100.0,699,0.3667392883079158,0.4165813715455476,0.2830711581926077,0.2836928006195082,1.8655269007555644,0.2868236504566756,0.9982456140350876
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.01,456,0.01,699,0.436259380295328,0.4171779141104294,0.2234829425598135,0.1416540730614449,1.8086919961744097,0.1628655835386416,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.01,456,0.1,699,0.4311607358992979,0.4171779141104294,0.2311393345302672,0.1726605772673008,1.2703852224477843,0.2445784088737759,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.01,456,1.0,699,0.4355936819172112,0.4171779141104294,0.252617520426935,0.2240715335178688,1.0148551777633623,0.2773133415714765,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.01,456,10.0,699,0.4698922778988138,0.415983606557377,0.2664394800877805,0.251512411412833,1.3292298378000922,0.2769859281934612,0.9964912280701754
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.01,456,100.0,699,0.47939360929557,0.4129763130792997,0.2767442053773822,0.276904184264233,2.05641342791784,0.2741745542388785,0.987719298245614
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,42,0.01,6999,0.4426591624304042,0.4171779141104294,0.2306499534687097,0.1664935321178384,1.254908736112321,0.245859217701847,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,42,0.1,6999,0.4361686032437666,0.4171779141104294,0.2539599207349542,0.2218542680163948,0.9362774348473434,0.2797771007067318,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,42,1.0,6999,0.4488471314451706,0.4165813715455476,0.2695879874825082,0.2541477136446052,1.2036222050108238,0.2836563539459585,0.9982456140350876
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,42,10.0,6999,0.4422506656983782,0.4141829393627955,0.2784454976985943,0.2681376744679084,1.5843256051474637,0.2773924105462492,0.9912280701754386
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,42,100.0,6999,0.4304496489954006,0.4160769800148038,0.2916018010323799,0.2907658616890218,2.4021406852716622,0.2873189032497011,0.9771929824561404
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,123,0.01,6999,0.4387254901960784,0.4171779141104294,0.2299138029561799,0.173314788835758,1.251829115890063,0.2416700687927724,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,123,0.1,6999,0.4210239651416122,0.4171779141104294,0.2532221532635698,0.2205237829005313,0.922874574048646,0.2797329480221514,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,123,1.0,6999,0.4105543451948681,0.4165813715455476,0.2702521340496135,0.2564667029578005,1.1955159643625457,0.2843228384076322,0.9982456140350876
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,123,10.0,6999,0.4012345679012346,0.4111570247933884,0.2825593216516748,0.2809789076745485,1.6944578165300386,0.2842440445910073,0.9824561403508772
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,123,100.0,6999,0.3904774872912128,0.4076300733059181,0.3094185647192122,0.3114076678292865,2.2902095546290773,0.3087067097578719,0.9543859649122808
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,456,0.01,6999,0.4409797869765189,0.4171779141104294,0.2307905719006299,0.1695223856720126,1.258265926766441,0.2458501211195454,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,456,0.1,6999,0.4236716291454854,0.4171779141104294,0.2550803691214505,0.2254150398681517,0.9809792248068284,0.2784673051242072,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,456,1.0,6999,0.4044420237230695,0.4165813715455476,0.2732957184558645,0.2672292180428706,1.2864233990027385,0.2845430545763653,0.9982456140350876
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,456,10.0,6999,0.4026416122004357,0.4165813715455476,0.2823827372777797,0.2806837415882186,1.614646898232577,0.2825932600762068,0.9982456140350876
MIDNIGHT,CRC,BRACS,CRC->BRACS,0.1,456,100.0,6999,0.3885862987170176,0.4147843942505133,0.2878518001807687,0.2905649491524049,2.2319222149635944,0.2908302313820156,0.9929824561403509
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,42,0.01,70000,0.4297536916000968,0.4171779141104294,0.2531692308258164,0.2210268913677202,0.9517000931462702,0.279084317116926,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,42,0.1,70000,0.4361988622609538,0.4165813715455476,0.2694184839271136,0.2544909536147097,1.2121016188755027,0.2845731628632445,0.9982456140350876
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,42,1.0,70000,0.4535675381263616,0.415983606557377,0.2746578484002612,0.2679748152200713,1.6574148153208734,0.2765105362106733,0.9964912280701754
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,42,10.0,70000,0.4703461631566206,0.4173625598507989,0.280686392549537,0.2770353205987427,1.9343749698191783,0.2776264609779501,0.980701754385965
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,42,100.0,70000,0.4670025417574437,0.4205614344503233,0.2770207485293582,0.2699000254604077,2.0678447443286654,0.2680833725176686,0.9894736842105264
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,123,0.01,70000,0.4297536916000968,0.4171779141104294,0.2531692308258164,0.2210268913677202,0.9517000931462702,0.279084317116926,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,123,0.1,70000,0.4361988622609538,0.4165813715455476,0.2694184839271136,0.2544909536147097,1.2121016188755027,0.2845731628632445,0.9982456140350876
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,123,1.0,70000,0.4535675381263616,0.415983606557377,0.2746578484002612,0.2679748152200713,1.6574148153208734,0.2765105362106733,0.9964912280701754
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,123,10.0,70000,0.4703461631566206,0.4173625598507989,0.280686392549537,0.2770353205987427,1.9343749698191783,0.2776264609779501,0.980701754385965
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,123,100.0,70000,0.4670025417574437,0.4205614344503233,0.2770207485293582,0.2699000254604077,2.0678447443286654,0.2680833725176686,0.9894736842105264
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,456,0.01,70000,0.4297536916000968,0.4171779141104294,0.2531692308258164,0.2210268913677202,0.9517000931462702,0.279084317116926,1.0
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,456,0.1,70000,0.4361988622609538,0.4165813715455476,0.2694184839271136,0.2544909536147097,1.2121016188755027,0.2845731628632445,0.9982456140350876
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,456,1.0,70000,0.4535675381263616,0.415983606557377,0.2746578484002612,0.2679748152200713,1.6574148153208734,0.2765105362106733,0.9964912280701754
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,456,10.0,70000,0.4703461631566206,0.4173625598507989,0.280686392549537,0.2770353205987427,1.9343749698191783,0.2776264609779501,0.980701754385965
MIDNIGHT,CRC,BRACS,CRC->BRACS,1.0,456,100.0,70000,0.4670025417574437,0.4205614344503233,0.2770207485293582,0.2699000254604077,2.0678447443286654,0.2680833725176686,0.9894736842105264
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,42,0.01,18,0.4175534451757327,0.3334282633902236,0.2994598824931593,0.2223610784017913,2.519181998377304,0.1811366568011151,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,42,0.1,18,0.4177052433325235,0.3334282633902236,0.3008862773369477,0.2252459685272094,2.5074336474124186,0.1844012928488111,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,42,1.0,18,0.4309370745566363,0.3334282633902236,0.3127286064926433,0.2530418395969681,2.47319202746377,0.2070662323945002,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,42,10.0,18,0.4789169448127235,0.3334282633902236,0.3715774516940932,0.3459646394200571,2.767813923912372,0.2784387696409182,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,42,100.0,18,0.5428059756662429,0.3334282633902236,0.4551674296398563,0.4535864758540965,4.917141613066994,0.2810744003516052,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,123,0.01,18,0.671237907896405,0.3334282633902236,0.2991501165027911,0.2217644517681912,2.52164403687591,0.1804630041777009,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,123,0.1,18,0.6703666740952694,0.3334282633902236,0.2976641072292765,0.2189791069346227,2.5253808398789697,0.1778328091418938,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,123,1.0,18,0.670914649497039,0.3334282633902236,0.2862323316710143,0.1971353419529503,2.6349046325530097,0.1785873976409384,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,123,10.0,18,0.6683148285278179,0.3370234058787132,0.25724822227913,0.1543132224262093,4.128816071940161,0.1034108190954405,0.99786376953125
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,123,100.0,18,0.6598039207249586,0.4820834875032019,0.2571853598306722,0.168165960650515,7.840842761427555,0.0777646245228181,0.895172119140625
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,456,0.01,18,0.4153036823491768,0.3334282633902236,0.2991291955489238,0.2216186226013572,2.514901018162741,0.1807784580267541,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,456,0.1,18,0.4122774049699039,0.3334282633902236,0.2976731496210671,0.2180047061509176,2.468184832228121,0.1807410383116295,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,456,1.0,18,0.397903108959095,0.3334282633902236,0.2928075675271989,0.203762051854156,2.3704146569742703,0.1829529697760759,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,456,10.0,18,0.4143399383971728,0.3334282633902236,0.3253980848814073,0.2669754475489999,2.941985937438069,0.1916765286583076,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.01,456,100.0,18,0.4723506538017915,0.3334282633902236,0.416062608616209,0.401835012183154,4.72643128794343,0.2269011850988068,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,42,0.01,184,0.4388552401360376,0.3334282633902236,0.2971590073040346,0.2168828134482245,2.4322252318306705,0.1821852540976871,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,42,0.1,184,0.4313647901150387,0.3334282633902236,0.2983083924175731,0.2169600826227865,2.279309132817,0.1932788605927982,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,42,1.0,184,0.4136729809268417,0.3334282633902236,0.3195737576461789,0.2706665455013157,1.902957505278148,0.2738346730148877,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,42,10.0,184,0.4172509105700799,0.3332519431896797,0.417682785807795,0.4081548556138663,2.093592605542999,0.3989005388978757,0.999603271484375
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,42,100.0,184,0.4742983253323209,0.3336977075802976,0.4873697126620205,0.4847549522122009,3.419958925233471,0.4397430647514616,0.99859619140625
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,123,0.01,184,0.3766464160966664,0.3334282633902236,0.2977753206773011,0.2183193853226994,2.450722328173238,0.1821885106164491,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,123,0.1,184,0.3798026763287601,0.3334282633902236,0.3019766814675433,0.2257810731065952,2.3950223965249062,0.1926847799546493,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,123,1.0,184,0.3769639487237985,0.3334282633902236,0.3174315602107257,0.2485357642838284,2.064199610165256,0.242801830456313,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,123,10.0,184,0.3283491212468853,0.3323553382233088,0.3663477498907888,0.3249215711630293,1.804049487517452,0.3424615555720948,0.997589111328125
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,123,100.0,184,0.2668765115624258,0.3283214977238992,0.4592962346891245,0.4229433231014555,2.7813167595971477,0.3795361514495237,0.9609375
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,456,0.01,184,0.3784890977515496,0.3334282633902236,0.2972182660302651,0.2169849079129058,2.439406591880817,0.1817865337192307,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,456,0.1,184,0.3721510478682866,0.3334282633902236,0.2980279417877504,0.2160903618520221,2.318077876208138,0.1895761532237442,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,456,1.0,184,0.3486319783440491,0.3334282633902236,0.3046511205619972,0.2487583167785084,1.9831540407431896,0.2484864309611734,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,456,10.0,184,0.3264790512527283,0.3336230516303108,0.3391884541910525,0.2768528189145364,2.0324883367131488,0.2744482985591167,0.99072265625
MIDNIGHT,MHIST,PCam,MHIST->PCam,0.1,456,100.0,184,0.3847052449381239,0.3662961320859794,0.4015987225262669,0.351121343043502,3.119323334836229,0.2835755205964055,0.9119873046875
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,42,0.01,1849,0.4259283873084596,0.3334282633902236,0.2994638551802968,0.2197470095876675,2.280464297646081,0.195752801307611,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,42,0.1,1849,0.4156853160581756,0.3334282633902236,0.3180107337029667,0.2545589531463799,1.903822158385219,0.2871182145187954,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,42,1.0,1849,0.4304590824711883,0.3334011432756271,0.3481428441044804,0.3039692808201734,1.7128344894282788,0.339974070611803,0.99993896484375
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,42,10.0,1849,0.5137142061143968,0.3334961036938115,0.4440118115559335,0.4408703153863806,1.7489333512789378,0.4572147127819049,0.999969482421875
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,42,100.0,1849,0.5009442029381764,0.335289000447901,0.4875530705329629,0.4860879162168204,2.402621808595941,0.4786897279952676,0.9974365234375
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,123,0.01,1849,0.4259283873084596,0.3334282633902236,0.2994638551802968,0.2197470095876675,2.280464297646081,0.195752801307611,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,123,0.1,1849,0.4156853160581756,0.3334282633902236,0.3180107337029667,0.2545589531463799,1.903822158385219,0.2871182145187954,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,123,1.0,1849,0.4304590824711883,0.3334011432756271,0.3481428441044804,0.3039692808201734,1.7128344894282788,0.339974070611803,0.99993896484375
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,123,10.0,1849,0.5137142061143968,0.3334961036938115,0.4440118115559335,0.4408703153863806,1.7489333512789378,0.4572147127819049,0.999969482421875
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,123,100.0,1849,0.5009442029381764,0.335289000447901,0.4875530705329629,0.4860879162168204,2.402621808595941,0.4786897279952676,0.9974365234375
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,456,0.01,1849,0.4259283873084596,0.3334282633902236,0.2994638551802968,0.2197470095876675,2.280464297646081,0.195752801307611,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,456,0.1,1849,0.4156853160581756,0.3334282633902236,0.3180107337029667,0.2545589531463799,1.903822158385219,0.2871182145187954,1.0
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,456,1.0,1849,0.4304590824711883,0.3334011432756271,0.3481428441044804,0.3039692808201734,1.7128344894282788,0.339974070611803,0.99993896484375
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,456,10.0,1849,0.5137142061143968,0.3334961036938115,0.4440118115559335,0.4408703153863806,1.7489333512789378,0.4572147127819049,0.999969482421875
MIDNIGHT,MHIST,PCam,MHIST->PCam,1.0,456,100.0,1849,0.5009442029381764,0.335289000447901,0.4875530705329629,0.4860879162168204,2.402621808595941,0.4786897279952676,0.9974365234375
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,42,0.01,2620,0.4143255897712948,0.3870765370138017,0.2389824807757408,0.0675052883436137,0.2712419482078017,0.2364100625023219,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,42,0.1,2620,0.4178957320367369,0.3870765370138017,0.2443301283821742,0.0802987892689955,0.9064922582272608,0.2437207779480096,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,42,1.0,2620,0.4367414010444804,0.3870765370138017,0.299337496157274,0.2495516163041705,1.482960968906182,0.3033644728978438,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,42,10.0,2620,0.4550288132540969,0.3870765370138017,0.3606372529454512,0.3574717481741221,1.9825463018474416,0.3577386969034304,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,42,100.0,2620,0.4707725553754728,0.3870765370138017,0.3684101064673739,0.3683840790200066,2.9296583750394465,0.3672205080023581,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,123,0.01,2620,0.4175805870700522,0.3870765370138017,0.2377535103701901,0.057807452003985,0.2751612529045802,0.2619969894156458,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,123,0.1,2620,0.42931748604358,0.3870765370138017,0.2503822021504451,0.1211934000587098,0.9507209753055345,0.2713632882744981,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,123,1.0,2620,0.4576265081937691,0.3870765370138017,0.3113570666856988,0.2752282583002497,1.5938000996289108,0.3124946923504317,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,123,10.0,2620,0.496663965424095,0.3870765370138017,0.354492886057612,0.3483229509525773,2.2628649344808904,0.3388068073327607,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,123,100.0,2620,0.5065685215198992,0.3870765370138017,0.363838172015878,0.3616891583216379,3.384366652393056,0.3261379449758262,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,456,0.01,2620,0.4095804069872141,0.3870765370138017,0.2393475299191286,0.0693868989040469,0.2755131245176901,0.2265745337071307,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,456,0.1,2620,0.4127678732216819,0.3870765370138017,0.2438285199478651,0.0919818540923683,0.9450613149664135,0.2277157587949171,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,456,1.0,2620,0.432766072393301,0.3870765370138017,0.2852524108000449,0.2180065543375088,1.5836732294294225,0.2644548886190464,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,456,10.0,2620,0.4658562938951918,0.3870765370138017,0.3406257571009125,0.3241122379802609,2.064640643157888,0.3205745821042504,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.01,456,100.0,2620,0.4798802449126598,0.3870765370138017,0.3649588298290608,0.3638485839032839,3.0923450573896134,0.3420339931162546,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,42,0.01,26214,0.420979650639294,0.3870765370138017,0.2441288082119072,0.0820761515123082,0.9166369580177958,0.2383181738669257,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,42,0.1,26214,0.4384341797226724,0.3870765370138017,0.2903194310829841,0.2273915409493019,1.5023504354807222,0.2829157488256676,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,42,1.0,26214,0.4628399063569242,0.3870765370138017,0.3498455517919671,0.3408684716512857,1.9592128123472408,0.342633867160977,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,42,10.0,26214,0.4444084278768233,0.3870765370138017,0.3667264721631965,0.3660437067615467,2.362343623633057,0.3624536958962432,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,42,100.0,26214,0.4326130019809112,0.3870765370138017,0.3683456461533654,0.368397308656528,2.9854945680510734,0.366402449761384,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,123,0.01,26214,0.4187196110210697,0.3870765370138017,0.2464563020330185,0.0894786622159267,0.9292261695757408,0.2485520139769189,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,123,0.1,26214,0.4336079596614443,0.3870765370138017,0.2969304719129583,0.2423491890247356,1.5450965282352993,0.290399161978917,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,123,1.0,26214,0.4559472357284351,0.3870765370138017,0.3514055030562383,0.3425961281057831,2.0248106556497536,0.3415189977520967,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,123,10.0,26214,0.4499774896452368,0.3870765370138017,0.3656713929518405,0.3640866898001205,2.45086755165287,0.3568413508798785,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,123,100.0,26214,0.3999189627228525,0.3870765370138017,0.3683326945532285,0.3681277532380976,3.293799248335682,0.3636956032574149,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,456,0.01,26214,0.4165045921123717,0.3870765370138017,0.2450069251900105,0.086446108735459,0.9239659658469924,0.2394512634437516,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,456,0.1,26214,0.4237664325589771,0.3870765370138017,0.2901829844970244,0.2250995563959376,1.5298886138870782,0.2780796130882449,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,456,1.0,26214,0.4353052404105888,0.3870765370138017,0.3476383978523633,0.3355593103196005,1.9767232915061992,0.3367125089032577,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,456,10.0,26214,0.4230596074194129,0.3870765370138017,0.3662815342240162,0.3651543410365156,2.418836917241481,0.3598080291382863,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,0.1,456,100.0,26214,0.4164640734737979,0.3870765370138017,0.3683870605855562,0.3687097665868829,3.111450674350328,0.3650712561300691,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,42,0.01,262144,0.4336484783000179,0.3870765370138017,0.2903321352933888,0.2257597633015359,1.5335072784452466,0.2805144258829575,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,42,0.1,262144,0.4490590671708986,0.3870765370138017,0.3443662145385157,0.330411739365369,1.984750652553254,0.3312441557292912,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,42,1.0,262144,0.4445434900054025,0.3870765370138017,0.3645615395688485,0.3622809682613185,2.379907452569398,0.3560193172867032,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,42,10.0,262144,0.4478705204394022,0.3870765370138017,0.3676319764815738,0.3672026876187952,2.738413752480381,0.3606379126954742,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,42,100.0,262144,0.4335089141004862,0.3870765370138017,0.3682695506732053,0.3684315933623819,3.195486132595922,0.3637146236091537,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,123,0.01,262144,0.4336484783000179,0.3870765370138017,0.2903321352933888,0.2257597633015359,1.5335072784452466,0.2805144258829575,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,123,0.1,262144,0.4490590671708986,0.3870765370138017,0.3443662145385157,0.330411739365369,1.984750652553254,0.3312441557292912,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,123,1.0,262144,0.4445434900054025,0.3870765370138017,0.3645615395688485,0.3622809682613185,2.379907452569398,0.3560193172867032,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,123,10.0,262144,0.4478705204394022,0.3870765370138017,0.3676319764815738,0.3672026876187952,2.738413752480381,0.3606379126954742,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,123,100.0,262144,0.4335089141004862,0.3870765370138017,0.3682695506732053,0.3684315933623819,3.195486132595922,0.3637146236091537,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,456,0.01,262144,0.4336484783000179,0.3870765370138017,0.2903321352933888,0.2257597633015359,1.5335072784452466,0.2805144258829575,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,456,0.1,262144,0.4490590671708986,0.3870765370138017,0.3443662145385157,0.330411739365369,1.984750652553254,0.3312441557292912,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,456,1.0,262144,0.4445434900054025,0.3870765370138017,0.3645615395688485,0.3622809682613185,2.379907452569398,0.3560193172867032,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,456,10.0,262144,0.4478705204394022,0.3870765370138017,0.3676319764815738,0.3672026876187952,2.738413752480381,0.3606379126954742,1.0
MIDNIGHT,PCam,MHIST,PCam->MHIST,1.0,456,100.0,262144,0.4335089141004862,0.3870765370138017,0.3682695506732053,0.3684315933623819,3.195486132595922,0.3637146236091537,1.0
PLIP,BRACS,CRC,BRACS->CRC,0.01,42,0.01,36,0.4636801275251522,0.4618254879448909,0.1696535868233118,0.2188712203085118,1.3042861071388925,0.1518590242478338,1.0
PLIP,BRACS,CRC,BRACS->CRC,0.01,42,0.1,36,0.4692371563620051,0.4618254879448909,0.1682802836788635,0.2155386738973687,1.2654581066331358,0.1416482295266331,1.0
PLIP,BRACS,CRC,BRACS->CRC,0.01,42,1.0,36,0.5012970757183511,0.4618254879448909,0.1571525863255534,0.1856803604793492,1.0146360111425017,0.0553719923776618,1.0
PLIP,BRACS,CRC,BRACS->CRC,0.01,42,10.0,36,0.6247743105043528,0.4607226316735574,0.1277107203320979,0.0844189696764437,0.8186265083412608,0.1222884596564736,0.9962
PLIP,BRACS,CRC,BRACS->CRC,0.01,42,100.0,36,0.689832830600429,0.4678006267725761,0.1336780909985362,0.1145322817693966,2.4851098164347536,0.0996451622722376,0.9896
PLIP,BRACS,CRC,BRACS->CRC,0.01,123,0.01,36,0.6651479781258615,0.4618254879448909,0.1694148162903365,0.2185242742603997,1.298850667693507,0.1506183850681752,1.0
PLIP,BRACS,CRC,BRACS->CRC,0.01,123,0.1,36,0.6655100597204633,0.4618254879448909,0.1660880880027069,0.2123277714087095,1.2169263327102144,0.1296456984494627,1.0
PLIP,BRACS,CRC,BRACS->CRC,0.01,123,1.0,36,0.6631855893423738,0.4618254879448909,0.1445910741523671,0.1639860223723158,0.8226135140193372,0.0286541760650029,1.0
PLIP,BRACS,CRC,BRACS->CRC,0.01,123,10.0,36,0.6135610253882064,0.460037170786174,0.1248350641969046,0.0545780839411828,0.6992874631145336,0.1282500251204291,0.989
PLIP,BRACS,CRC,BRACS->CRC,0.01,123,100.0,36,0.521849167278046,0.4572939786330166,0.1453762861283206,0.1273944645735797,1.8696592192150816,0.1314455706582366,0.9799333333333332
PLIP,BRACS,CRC,BRACS->CRC,0.01,456,0.01,36,0.7140002254704505,0.4618254879448909,0.1695833176062635,0.2189655668427043,1.2997565987711233,0.1513557950949023,1.0
PLIP,BRACS,CRC,BRACS->CRC,0.01,456,0.1,36,0.7138871616775002,0.4618254879448909,0.167680367062747,0.2166140494263264,1.2243360109918535,0.136926576878674,1.0
PLIP,BRACS,CRC,BRACS->CRC,0.01,456,1.0,36,0.7107450688561054,0.4618254879448909,0.1548630422449614,0.1984966531919252,0.8486712752699928,0.0487497831253646,1.0
PLIP,BRACS,CRC,BRACS->CRC,0.01,456,10.0,36,0.6811484214731982,0.5752995124426803,0.1465525958972362,0.1591332982994313,1.0181271898024704,0.0977341978277168,0.8768666666666667
PLIP,BRACS,CRC,BRACS->CRC,0.01,456,100.0,36,0.5832348117029679,0.5027776725542601,0.2006636003888008,0.1895759101372507,2.457096934902166,0.1776778302098859,0.769
PLIP,BRACS,CRC,BRACS->CRC,0.1,42,0.01,364,0.4551662450291359,0.4618254879448909,0.1708348339427049,0.2214801821841293,1.2140125295530713,0.1422933532715354,1.0
