model,dataset,fraction,seed,n_train,n_classes,auroc,f1_macro,f1_binary,brier,ece_fixed,ece_adaptive,temperature,ece_scaled_fixed,ece_scaled_adaptive,degeneracy_share,degenerate,forced_classes
CONCH,LungHist700,0.1,123,45,7,0.932046510567443,0.45453181272509,,,0.2384613678320484,0.2606610356981277,0.2614078513054498,0.1177482776133873,0.1043421294514015,0.2857142857142857,False,0
CONCH,LungHist700,0.1,456,45,7,0.9380575467407954,0.5524305268666171,,,0.2993224672693931,0.3144033525363768,0.2453986950219492,0.1478939370993731,0.173873850455265,0.2666666666666666,False,0
CONCH,LungHist700,0.25,42,118,7,0.9477576968976216,0.5211835783264355,,,0.1977904061139596,0.2065608756126499,0.3591178221213852,0.1158186914266839,0.1164625865795683,0.2285714285714285,False,0
CONCH,LungHist700,0.25,123,118,7,0.9469047056430768,0.6234522380380723,,,0.3011632737075461,0.3011632737075461,0.3304374682578802,0.1487887987916076,0.1254744631167362,0.2285714285714285,False,0
CONCH,LungHist700,0.25,456,118,7,0.9536334221440724,0.6243190473936598,,,0.282070314344714,0.2844780587616483,0.3285688810183005,0.1519286925221059,0.1390351310997891,0.2,False,0
CONCH,LungHist700,0.5,42,240,7,0.9583260318525092,0.6140000757984537,,,0.2330536608145987,0.2237417043477217,0.4588711450301542,0.130451364584408,0.1321199016158965,0.2285714285714285,False,0
CONCH,LungHist700,0.5,123,240,7,0.9596297040315932,0.668324657798342,,,0.255352736033996,0.255352736033996,0.3995415045677802,0.0894794814735045,0.0989794887873445,0.238095238095238,False,0
CONCH,LungHist700,0.5,456,240,7,0.9633706554102004,0.621317948687612,,,0.2260998208165131,0.2397074168367557,0.4179184659877622,0.1017568943931276,0.0853886256084553,0.219047619047619,False,0
CONCH,LungHist700,1.0,42,483,7,0.971386775329594,0.7006370321407915,,,0.2083645176047342,0.2263070668987901,0.4784500567645333,0.1038036298228543,0.0944560613303593,0.238095238095238,False,0
CONCH,LungHist700,1.0,123,483,7,0.971386775329594,0.7006370321407915,,,0.2083645176047342,0.2263070668987901,0.4784500567645333,0.1038036298228543,0.0944560613303593,0.238095238095238,False,0
CONCH,LungHist700,1.0,456,483,7,0.971386775329594,0.7006370321407915,,,0.2083645176047342,0.2263070668987901,0.4784500567645333,0.1038036298228543,0.0944560613303593,0.238095238095238,False,0
CONCH,MHIST,0.01,42,18,2,0.6934539888348641,0.3870765370138017,0.0,0.2334580573801568,0.1493118791130648,0.1520339856749507,2.260303966311197,0.0929938476610558,0.1427966986291253,1.0,True,0
CONCH,MHIST,0.01,123,18,2,0.6089951377633711,0.3870765370138017,0.0,0.2390561595942903,0.1066909899030597,0.1320607422406189,2.5924951814850807,0.074796093785446,0.098223028369546,1.0,True,0
CONCH,MHIST,0.01,456,18,2,0.6123716909778498,0.3870765370138017,0.0,0.2318615721497598,0.099963037306268,0.0983480840368057,2.1680102412805597,0.0902767439967468,0.0893355201813375,1.0,True,0
CONCH,MHIST,0.05,42,92,2,0.7794075274626328,0.3870765370138017,0.0,0.2193080163740664,0.1778020485271864,0.1800175737948716,1.921849159510677,0.1835429505904934,0.181627747225814,1.0,True,0
CONCH,MHIST,0.05,123,92,2,0.7319737079056365,0.3870765370138017,0.0,0.215896004987379,0.1353441379043333,0.1374388889320167,1.9555653259684704,0.1393351466469693,0.1386588506354228,1.0,True,0
CONCH,MHIST,0.05,456,92,2,0.7020349360705924,0.3870765370138017,0.0,0.219320561474061,0.1089297244779752,0.119860038494256,2.015753703604537,0.1092622118448945,0.1192052528966034,1.0,True,0
CONCH,MHIST,0.1,42,184,2,0.8096074194129299,0.3960708738721423,0.0165289256198347,0.2055385779373836,0.167049434428628,0.1711482097173607,1.8185922365473848,0.1721731740385396,0.1735221317217893,0.9969293756397134,True,0
CONCH,MHIST,0.1,123,184,2,0.7694174320187286,0.3926875174232468,0.0110192837465564,0.2051761374510299,0.1295000371581978,0.1339951161442078,1.7781297556196516,0.1337783277310616,0.1363246970019417,0.9969293756397134,True,0
CONCH,MHIST,0.1,456,184,2,0.7822033135242211,0.4040723175612698,0.0326086956521739,0.1996047219352572,0.1098706636766931,0.1193125109294558,1.8536410315711616,0.1035950401382472,0.119142155953228,0.9918116683725692,True,0
CONCH,MHIST,0.25,42,461,2,0.825036016567621,0.5321889439536498,0.2760180995475113,0.1836704559951833,0.1299500369108734,0.1367493657241068,1.80581025221704,0.1216924446205219,0.1322825990802841,0.9160696008188332,False,0
CONCH,MHIST,0.25,123,461,2,0.8144876643255897,0.5252028829410752,0.259860788863109,0.1862016047834224,0.1121110837021696,0.1212911775823649,1.731640491176473,0.1236136736657909,0.1175869938396067,0.9273285568065508,False,0
CONCH,MHIST,0.25,456,461,2,0.8159643435980551,0.5547415565541269,0.3131991051454139,0.1851828543552801,0.1132569072393395,0.1188836912081752,1.729841151453975,0.1126606051536424,0.1125513122490516,0.9109518935516888,False,0
CONCH,MHIST,0.5,42,924,2,0.8321808031694581,0.620791150499725,0.4418604651162791,0.1738241000774108,0.1090356990706834,0.1083541398485535,1.7873999384640034,0.0975904996386846,0.1009663422196272,0.8403275332650972,False,0
CONCH,MHIST,0.5,123,924,2,0.8373401764811814,0.625975842528675,0.4483430799220272,0.173165517517791,0.1151436150313283,0.1151910241814558,1.6941777586125333,0.1029228383428426,0.1048636512703844,0.8433981576253838,False,0
CONCH,MHIST,0.5,456,924,2,0.838290113452188,0.6348974608655586,0.4644913627639155,0.1716889340322095,0.1022848256248848,0.1151957555708405,1.746268006434379,0.1045601660003285,0.1066110309468477,0.8352098259979529,False,0
CONCH,MHIST,1.0,42,1849,2,0.8509814514676751,0.7128424785987385,0.6023294509151415,0.1614328003666555,0.0917423345736239,0.0917251962606026,1.75578790544987,0.0853360111669012,0.0813599497051226,0.7533265097236438,False,0
CONCH,MHIST,1.0,123,1849,2,0.8509814514676751,0.7128424785987385,0.6023294509151415,0.1614328003666555,0.0917423345736239,0.0917251962606026,1.75578790544987,0.0853360111669012,0.0813599497051226,0.7533265097236438,False,0
CONCH,MHIST,1.0,456,1849,2,0.8509814514676751,0.7128424785987385,0.6023294509151415,0.1614328003666555,0.0917423345736239,0.0917251962606026,1.75578790544987,0.0853360111669012,0.0813599497051226,0.7533265097236438,False,0
CONCH,PCam,0.01,42,2620,2,0.9560775006107892,0.8886018378991238,0.884780685121982,0.0845228950735792,0.0514064825035752,0.0503152765328129,1.4346455682579264,0.0254618498769068,0.0254618498769069,0.534088134765625,False,0
CONCH,PCam,0.01,123,2620,2,0.9532504406171723,0.8826814233906508,0.8779339736657974,0.0873784812858854,0.0494795072346486,0.0487595955371727,1.463710703780501,0.0337658706151431,0.0337658706151432,0.540252685546875,False,0
CONCH,PCam,0.01,456,2620,2,0.9559951195260914,0.8875191798883781,0.8834720947165152,0.0854878698280366,0.054794651263655,0.0549563096552371,1.511743844686532,0.0293108934928194,0.0308038585057203,0.5357666015625,False,0
CONCH,PCam,0.05,42,13106,2,0.9576468092377992,0.8891247343611484,0.8838699343264457,0.081615992791742,0.0369706320438566,0.0368504461520701,1.672428356565378,0.0356826073916453,0.0356826073916453,0.54718017578125,False,0
CONCH,PCam,0.05,123,13106,2,0.9597688318367033,0.890760303188036,0.8854163324241938,0.0799947844861461,0.0385045154826927,0.0389017670030202,1.723996987776682,0.0370321684582893,0.0370321684582893,0.5487060546875,False,0
CONCH,PCam,0.05,456,13106,2,0.9602243119887685,0.8928124970062317,0.8882656638409077,0.0787788808479763,0.0361816136653981,0.0358530733402812,1.6880317829440894,0.0310478003691699,0.0311445143362113,0.542205810546875,False,0
CONCH,PCam,0.1,42,26214,2,0.9591148160272316,0.8912670333040662,0.8861270380217176,0.0796463403870608,0.0331550856919686,0.0346566406516518,1.8086826310028803,0.035363160568844,0.0355391990406435,0.54705810546875,False,0
CONCH,PCam,0.1,123,26214,2,0.9593728855597652,0.8910082814044298,0.8857097032878909,0.0798307624984173,0.0349787486492295,0.0357093355070442,1.8516513023444623,0.036668499566761,0.0367404640316561,0.54840087890625,False,0
CONCH,PCam,0.1,456,26214,2,0.9611107710541328,0.8931839035263494,0.8883561862754499,0.0777221176930043,0.0322592614235556,0.0333020103773493,1.7898661852714133,0.0326666672164096,0.0329478931899482,0.54498291015625,False,0
CONCH,PCam,0.25,42,65536,2,0.9643023693964484,0.89653020001193,0.8916642648989657,0.0746208590269424,0.0341821611702012,0.0349429227159087,1.913393746228165,0.0346527904388564,0.0353325378039688,0.54681396484375,False,0
CONCH,PCam,0.25,123,65536,2,0.962505613128748,0.894475187002765,0.8894514227121251,0.0763233333855364,0.0340938166236868,0.0351520416191821,1.9299207596275847,0.0348809728735424,0.0354822001458069,0.547393798828125,False,0
CONCH,PCam,0.25,456,65536,2,0.9631755694583168,0.8946531540756237,0.8895799935876884,0.0759560208749125,0.0346458489297392,0.0357472741731531,1.9264763958788091,0.0354404399417978,0.0356103593221517,0.547943115234375,False,0
CONCH,PCam,0.5,42,131072,2,0.964730420231039,0.8963537420834322,0.8912359550561798,0.0743054919167492,0.0354724439431954,0.0357455871469189,2.019430963781099,0.0352549178058317,0.0356469543190353,0.549163818359375,False,0
CONCH,PCam,0.5,123,131072,2,0.965105408020932,0.8978870386014639,0.8928823567165137,0.0739779051127224,0.0353370710197357,0.0357496051124426,1.980051474144349,0.0355596692011835,0.0358211347892588,0.548797607421875,False,0
CONCH,PCam,0.5,456,131072,2,0.9656282228074332,0.8987270612703668,0.8939088083565638,0.0732532014305724,0.0342480372875864,0.0353355248482843,1.9665985740525895,0.0346226020316326,0.0351482906765808,0.54736328125,False,0
CONCH,PCam,1.0,42,262144,2,0.965720330626876,0.8983981716002114,0.8933286223621237,0.0735313189255878,0.0381210417352446,0.0383886756702097,2.0890805392965466,0.0371321575934106,0.0372814757295132,0.5496826171875,False,0
CONCH,PCam,1.0,123,262144,2,0.965720330626876,0.8983981716002114,0.8933286223621237,0.0735313189255878,0.0381210417352446,0.0383886756702097,2.0890805392965466,0.0371321575934106,0.0372814757295132,0.5496826171875,False,0
CONCH,PCam,1.0,456,262144,2,0.965720330626876,0.8983981716002114,0.8933286223621237,0.0735313189255878,0.0381210417352446,0.0383886756702097,2.0890805392965466,0.0371321575934106,0.0372814757295132,0.5496826171875,False,0
CONCH,SPIDER-Breast,0.01,42,682,18,0.9656901899412544,0.621272121106781,,,0.3090066218492288,0.3090066218492288,0.3885756889980656,0.0413085591942723,0.0422226305077793,0.1139272062489612,False,0
CONCH,SPIDER-Breast,0.01,123,682,18,0.9649463453577088,0.6139111542634711,,,0.3218814386720248,0.3218814386720249,0.3674810108563393,0.0399152980609262,0.0404337097636514,0.1179159049360146,False,0
CONCH,SPIDER-Breast,0.01,456,682,18,0.9666395197700688,0.5965692532423219,,,0.3168674751323208,0.3168674751323208,0.3825810632127445,0.0420711067295258,0.0419181645023547,0.105201927871032,False,0
CONCH,SPIDER-Breast,0.05,42,3431,18,0.9778410017038968,0.7099180140457322,,,0.1823410303402123,0.1823200081165367,0.5201814489104938,0.0249327548155535,0.0246073113429816,0.1202426458367957,False,0
CONCH,SPIDER-Breast,0.05,123,3431,18,0.9776986130858452,0.7037628984587321,,,0.1797276041065574,0.1797276041065573,0.5218737487180785,0.0241903514166103,0.024477983917302,0.1205750373940501,False,0
CONCH,SPIDER-Breast,0.05,456,3431,18,0.9785545756003776,0.7199187747430404,,,0.196462725086201,0.1964410184916203,0.5075350815957641,0.0193887973876078,0.0199921357342887,0.1192454711650324,False,0
CONCH,SPIDER-Breast,0.1,42,6868,18,0.9820708352997626,0.7402339978619005,,,0.1424538410738866,0.1424538410738866,0.5701459935479032,0.0204364354770815,0.0195792288055158,0.1210736247299318,False,0
CONCH,SPIDER-Breast,0.1,123,6868,18,0.981357490089557,0.7274738777508203,,,0.131971956035559,0.131971956035559,0.577270731424286,0.0254127882675562,0.0260835673617849,0.1195778627222868,False,0
CONCH,SPIDER-Breast,0.1,456,6868,18,0.9817687678774794,0.7375900533426654,,,0.140252331412691,0.1402309853677225,0.5701879853129439,0.0210875059025589,0.02104329562115,0.1201595479474821,False,0
CONCH,SPIDER-Breast,0.25,42,17176,18,0.9850186821521414,0.7596975156975494,,,0.0918369963989048,0.0918369963989048,0.6378381263538803,0.0209767709501623,0.0206606782009245,0.1211567226192454,False,0
CONCH,SPIDER-Breast,0.25,123,17176,18,0.9849036526970696,0.7551757434290806,,,0.0909197351245523,0.0906561573557394,0.6360706417991389,0.0246020732640844,0.024094164998115,0.1199102542795413,False,0
CONCH,SPIDER-Breast,0.25,456,17176,18,0.985037795819693,0.7594278489784566,,,0.0929103633933474,0.0929103633933474,0.636514574843128,0.0207955585377013,0.0211554889851961,0.1214891141764999,False,0
CONCH,SPIDER-Breast,0.5,42,34361,18,0.986789791241404,0.7726650175694321,,,0.0661024692266404,0.0658463670174246,0.6781075797908223,0.0222576475497984,0.0224826105684404,0.120824331061991,False,0
CONCH,SPIDER-Breast,0.5,123,34361,18,0.9869111482347068,0.7758267874707161,,,0.068221969159547,0.0681260715151445,0.6757743958784793,0.0230453013507069,0.0224960885928216,0.1215722120658135,False,0
CONCH,SPIDER-Breast,0.5,456,34361,18,0.9870581855959808,0.7752582751489518,,,0.068094692438463,0.068094692438463,0.6747884354764315,0.0212882531118772,0.0209757044030979,0.1220707994016952,False,0
CONCH,SPIDER-Breast,1.0,42,68730,18,0.9883801724238772,0.7828783075707056,,,0.0458057197914103,0.0457748895698497,0.7085802315771206,0.0252617854003053,0.0255746184981318,0.1224031909589496,False,0
CONCH,SPIDER-Breast,1.0,123,68730,18,0.9883801724238772,0.7828783075707056,,,0.0458057197914103,0.0457748895698497,0.7085802315771206,0.0252617854003053,0.0255746184981318,0.1224031909589496,False,0
CONCH,SPIDER-Breast,1.0,456,68730,18,0.9883801724238772,0.7828783075707056,,,0.0458057197914103,0.0457748895698497,0.7085802315771206,0.0252617854003053,0.0255746184981318,0.1224031909589496,False,0
GigaPath,BRACS,0.01,42,33,7,0.7262489825257087,0.2536490250295848,,,0.1005897288020346,0.1357168314005638,1.0006263349108089,0.0994791937321588,0.1357337113034045,0.4929824561403508,False,0
GigaPath,BRACS,0.01,123,33,7,0.7449791680156584,0.1945372144094559,,,0.0221002683069252,0.0659346364663505,1.0808227146489164,0.0346561267027536,0.0662348071808785,0.4684210526315789,False,0
GigaPath,BRACS,0.01,456,33,7,0.7741843547332466,0.3078244342789486,,,0.1278630144327419,0.1444910791281855,0.8458958243763202,0.1139220496602904,0.1246162719435729,0.4385964912280701,False,0
GigaPath,BRACS,0.05,42,180,7,0.8329418827057491,0.419773332482219,,,0.1143231614157516,0.1143231614157516,0.5921255329462491,0.0567102211487702,0.0604188773713884,0.312280701754386,False,0
GigaPath,BRACS,0.05,123,180,7,0.8286769244165944,0.4331965718387081,,,0.1105543148813182,0.1086140089493642,0.6419303030041322,0.0321081575361078,0.0469704385273645,0.2894736842105263,False,0
GigaPath,BRACS,0.05,456,180,7,0.8493548626424013,0.4478425498390013,,,0.1413839517725005,0.1413839517725005,0.6053943245198675,0.055424584655127,0.0569507415069596,0.2754385964912281,False,0
GigaPath,BRACS,0.1,42,362,7,0.8509058233103592,0.518263585270626,,,0.1372424634034519,0.1397983417702834,0.623859858059267,0.0598142955804297,0.0484979754478623,0.231578947368421,False,0
GigaPath,BRACS,0.1,123,362,7,0.8565256348189635,0.5364992881578551,,,0.147931179116007,0.1543466327613816,0.6217487055686836,0.051298946198642,0.0725699221267268,0.2105263157894736,False,0
GigaPath,BRACS,0.1,456,362,7,0.8672838044262859,0.5058149447570142,,,0.1534421917395605,0.1406089956642239,0.6058943162901314,0.0683389897030391,0.0727709015505238,0.2543859649122807,False,0
GigaPath,BRACS,0.25,42,912,7,0.8786627877404892,0.5577836145808737,,,0.1310846044487228,0.1334789558743332,0.6906161456445188,0.0731031934944279,0.0832222247817809,0.1947368421052631,False,0
GigaPath,BRACS,0.25,123,912,7,0.8855491173145628,0.585294677677579,,,0.1242962790154633,0.1268397782389947,0.6574528850675174,0.0494452177539878,0.056555477489639,0.2017543859649122,False,0
GigaPath,BRACS,0.25,456,912,7,0.8770174469284674,0.571993172467781,,,0.1205300415610203,0.1164907260554363,0.6653102583978213,0.0466054706211597,0.0595953519720921,0.2122807017543859,False,0
GigaPath,BRACS,0.5,42,1826,7,0.8922633515724773,0.5926769952202261,,,0.0720440916460373,0.0891822282259639,0.7298434162323925,0.0441752069114941,0.0884807317697637,0.1894736842105263,False,0
GigaPath,BRACS,0.5,123,1826,7,0.8925221662508608,0.5904579574691613,,,0.099125246596571,0.0978869587825123,0.7161683404951348,0.0528147126994081,0.0641108563721546,0.1947368421052631,False,0
GigaPath,BRACS,0.5,456,1826,7,0.8885304463535636,0.5798192978183286,,,0.0836530878139017,0.0864485479344259,0.7267890194776673,0.0485961592944693,0.0586843630733992,0.2,False,0
GigaPath,BRACS,1.0,42,3657,7,0.8982040556571903,0.6049751109795717,,,0.0660298730265227,0.0693042142903233,0.7751704736543098,0.0617059220331952,0.0563657110712193,0.1912280701754386,False,0
GigaPath,BRACS,1.0,123,3657,7,0.8982040556571903,0.6049751109795717,,,0.0660298730265227,0.0693042142903233,0.7751704736543098,0.0617059220331952,0.0563657110712193,0.1912280701754386,False,0
GigaPath,BRACS,1.0,456,3657,7,0.8982040556571903,0.6049751109795717,,,0.0660298730265227,0.0693042142903233,0.7751704736543098,0.0617059220331952,0.0563657110712193,0.1912280701754386,False,0
GigaPath,CRC,0.01,42,696,9,0.9992411237469958,0.9801410552659244,,,0.23818790093276,0.23818790093276,0.3329309440165454,0.0033603693358082,0.0040698015794691,0.1462666666666666,False,0
GigaPath,CRC,0.01,123,696,9,0.999368912244798,0.9817946043692294,,,0.2440093797409862,0.2440093797409862,0.3226537414522378,0.002423164608184,0.0024419432784052,0.1424,False,0
GigaPath,CRC,0.01,456,696,9,0.9992427376794027,0.978232143467364,,,0.2398568905120992,0.2398568905120992,0.3285732678369625,0.0026767658879165,0.0019864609906878,0.1408666666666666,False,0
GigaPath,CRC,0.05,42,3495,9,0.9994859650517636,0.9870497796318132,,,0.0833681391901931,0.0833681391901931,0.4842458587371897,0.0025780864970922,0.0019876746645017,0.1423333333333333,False,0
GigaPath,CRC,0.05,123,3495,9,0.9995505438942218,0.9870644722319544,,,0.0835524868586469,0.0835524868586469,0.4933220815886908,0.0015229379517177,0.001989875905178,0.1413333333333333,False,0
GigaPath,CRC,0.05,456,3495,9,0.9995436594000632,0.9868170755558768,,,0.0862669496248635,0.0862669496248635,0.4719522981607436,0.0021374337709599,0.0028949955530323,0.1414,False,0
GigaPath,CRC,0.1,42,6996,9,0.9995958209136035,0.9892657466803684,,,0.0528494489177816,0.0528494489177816,0.5427367881666573,0.0014965958842455,0.002393549465724,0.1416666666666666,False,0
GigaPath,CRC,0.1,123,6996,9,0.999658955419979,0.9888302292897426,,,0.0526180201494802,0.0525840374362295,0.5412278159411181,0.0014583264903748,0.0010955914160931,0.1413333333333333,False,0
GigaPath,CRC,0.1,456,6996,9,0.9996049425503506,0.9885940927336302,,,0.0530661503180924,0.0530661503180923,0.5337787874361382,0.0022546907436647,0.0010832930591524,0.1414,False,0
GigaPath,CRC,0.25,42,17496,9,0.999757675183198,0.9902934355836944,,,0.0273529084241089,0.0272023007420025,0.6104651428183904,0.0015202121175552,0.00067285697228,0.1418,False,0
GigaPath,CRC,0.25,123,17496,9,0.9997901938574408,0.9913305585317906,,,0.0283774469807024,0.0281526018985305,0.5915908118668042,0.0015725813589623,0.0005681185620011,0.1412666666666666,False,0
GigaPath,CRC,0.25,456,17496,9,0.99979866677874,0.9906995970593888,,,0.0273727317657357,0.0273727317657356,0.6027225431351361,0.0015138884996015,0.0009519458677888,0.1418666666666666,False,0
GigaPath,CRC,0.5,42,34998,9,0.9998659909874936,0.9920690846396004,,,0.0180697462113287,0.0178060916924724,0.6230998945588291,0.0012904045114824,0.0008963478979737,0.1414,False,0
GigaPath,CRC,0.5,123,34998,9,0.9998453027909564,0.9921496088396182,,,0.0176092953300211,0.0174167280180293,0.6280597613691932,0.0020066152049032,0.0013171114042807,0.1414,False,0
GigaPath,CRC,0.5,456,34998,9,0.9998563597786004,0.9919928360718456,,,0.01776827924555,0.0172678202034844,0.6371801261450717,0.0014580993143002,0.001122457299926,0.1415333333333333,False,0
GigaPath,CRC,1.0,42,70000,9,0.9999000489102976,0.9938646935718864,,,0.0111792491175771,0.0111061298267115,0.6547001447651097,0.0019687082643124,0.000833527562525,0.1416,False,0
GigaPath,CRC,1.0,123,70000,9,0.9999000489102976,0.9938646935718864,,,0.0111792491175771,0.0111061298267115,0.6547001447651097,0.0019687082643124,0.000833527562525,0.1416,False,0
GigaPath,CRC,1.0,456,70000,9,0.9999000489102976,0.9938646935718864,,,0.0111792491175771,0.0111061298267115,0.6547001447651097,0.0019687082643124,0.000833527562525,0.1416,False,0
GigaPath,LungHist700,0.01,42,7,7,0.6600650738628632,0.3290599122376321,,,0.2065705699153837,0.2162565047568526,0.3285787926449062,0.130629412627094,0.1646949845744566,0.3619047619047619,False,6
GigaPath,LungHist700,0.01,123,7,7,0.6161440051977788,0.2445003200642298,,,0.1314391325066481,0.1771016904295728,0.1957783821021869,0.0563132068340049,0.1271041645504302,0.2761904761904762,False,6
GigaPath,LungHist700,0.01,456,7,7,0.6894466644292099,0.3682392957182873,,,0.2208098520055324,0.2335824072120505,0.2193364857823843,0.1565828975189586,0.1712531657883151,0.2857142857142857,False,6
GigaPath,LungHist700,0.05,42,22,7,0.7344938715773056,0.1587301587301587,,,0.0843887642178709,0.1930218896728762,0.4993749956462556,0.1990287916585384,0.2139606616236662,0.923809523809524,False,0
GigaPath,LungHist700,0.05,123,22,7,0.7491953633600653,0.1402930402930403,,,0.1833278205536251,0.20238790533896,0.5096837716999193,0.2237330780296321,0.2204741173230666,0.8,False,0
GigaPath,LungHist700,0.05,456,22,7,0.8302389886004171,0.1854874058036916,,,0.0923717971769785,0.2097040794692624,0.3522930753532126,0.1485076277229878,0.1949853150556434,0.7333333333333333,False,0
GigaPath,LungHist700,0.1,42,45,7,0.8264188718394152,0.2816392832792941,,,0.1026367433972973,0.1632215947056673,0.413730201459484,0.1725172056378716,0.1745871917128627,0.6952380952380952,False,0
GigaPath,LungHist700,0.1,123,45,7,0.8382516586033455,0.2476451497407112,,,0.1544916238556542,0.2140075272388104,0.4053363745171692,0.1575877499403069,0.1709084032596519,0.6952380952380952,False,0
GigaPath,LungHist700,0.1,456,45,7,0.8470522161209454,0.2932178668635422,,,0.1993120126538012,0.2478492368042549,0.3493619270595086,0.1660529115627857,0.1739696296998198,0.5047619047619047,False,0
GigaPath,LungHist700,0.25,42,118,7,0.8860477271913609,0.4454512612407349,,,0.2219900863452319,0.2561278306293398,0.3542406214190216,0.096114698787437,0.1152706952879582,0.3809523809523809,False,0
GigaPath,LungHist700,0.25,123,118,7,0.9143863455628468,0.5229568062080377,,,0.3132322981037109,0.3291588542598027,0.3193798369278836,0.1496074094961922,0.1559952562609001,0.3619047619047619,False,0
GigaPath,LungHist700,0.25,456,118,7,0.9329590056103744,0.5237962054895693,,,0.2898256248068862,0.3237297865683436,0.28715067828371,0.1409620669794211,0.1638441304123817,0.3238095238095238,False,0
GigaPath,LungHist700,0.5,42,240,7,0.925391472949805,0.6112662314342987,,,0.3037633176921508,0.3010840587576934,0.3787738210691302,0.0948973866627816,0.1000648232529941,0.2952380952380952,False,0
GigaPath,LungHist700,0.5,123,240,7,0.9382178154297544,0.632906495931706,,,0.3220810542891182,0.3173972810714318,0.3386136571395855,0.1457926119127707,0.1727110973875481,0.2952380952380952,False,0
GigaPath,LungHist700,0.5,456,240,7,0.9488037225594074,0.6537399515790873,,,0.3300570185125437,0.3349261441053169,0.3553026065596994,0.0993196151297527,0.09406757632194,0.2761904761904762,False,0
GigaPath,LungHist700,1.0,42,483,7,0.96452289514029,0.7248092894377723,,,0.3120928906883917,0.3083313098293321,0.3939907466194267,0.0783625733071142,0.1060164086955327,0.2476190476190476,False,0
GigaPath,LungHist700,1.0,123,483,7,0.96452289514029,0.7248092894377723,,,0.3120928906883917,0.3083313098293321,0.3939907466194267,0.0783625733071142,0.1060164086955327,0.2476190476190476,False,0
GigaPath,LungHist700,1.0,456,483,7,0.96452289514029,0.7248092894377723,,,0.3120928906883917,0.3083313098293321,0.3939907466194267,0.0783625733071142,0.1060164086955327,0.2476190476190476,False,0
GigaPath,MHIST,0.01,42,18,2,0.6828741220961643,0.3870765370138017,0.0,0.23269777870682,0.141608881987619,0.1541194849288185,2.2657321378776074,0.0769554538686942,0.1481275551744333,1.0,True,0
GigaPath,MHIST,0.01,123,18,2,0.6579866738699801,0.3870765370138017,0.0,0.2383156342271091,0.1059798170623536,0.1583886454652827,2.472886554119296,0.077175349451588,0.1361752112683699,1.0,True,0
GigaPath,MHIST,0.01,456,18,2,0.6680307941653161,0.3870765370138017,0.0,0.2258671511709362,0.1131697544247407,0.1129091013357224,2.1691771812426937,0.1053968939481261,0.1079856028248772,1.0,True,0
GigaPath,MHIST,0.05,42,92,2,0.7764631730596074,0.3870765370138017,0.0,0.2088549792810844,0.1375432760432782,0.1348182146181196,1.8003083879161144,0.1220877822110997,0.1316096443029593,1.0,True,0
GigaPath,MHIST,0.05,123,92,2,0.7792499549792905,0.3870765370138017,0.0,0.2059344379864774,0.1188671592597661,0.1248428662162873,1.8057151793363777,0.1175238851602245,0.122233311234508,1.0,True,0
GigaPath,MHIST,0.05,456,92,2,0.8278948316225463,0.3870765370138017,0.0,0.2133865532966968,0.1706223303686755,0.1906206853791151,1.8666712946463808,0.166208349469094,0.1915228430745643,1.0,True,0
GigaPath,MHIST,0.1,42,184,2,0.8454979290473617,0.4156301401519786,0.053763440860215,0.1901584091527541,0.159735419198685,0.1631258117333041,1.5917477979652768,0.1405326820291822,0.1528239283310259,0.9877175025588536,False,0
GigaPath,MHIST,0.1,123,184,2,0.8240815775256618,0.4231955043404106,0.0689655172413793,0.1925088932896388,0.1410031585623644,0.1399437642442049,1.6299160528794991,0.1215697465365399,0.1286979401352338,0.9825997952917092,False,0
GigaPath,MHIST,0.1,456,184,2,0.8392535566360526,0.395663141889557,0.0164835164835164,0.1929906519752705,0.145061495401419,0.1574223883447154,1.593777389304023,0.148052704136175,0.1505011104203696,0.9959058341862844,True,0
GigaPath,MHIST,0.25,42,461,2,0.8654826220061229,0.674822400443067,0.5247148288973384,0.1666466251347549,0.1240217992748165,0.1322422077483857,1.4529383831310398,0.1078485913892754,0.1064489050266688,0.8300921187308086,False,0
GigaPath,MHIST,0.25,123,461,2,0.8461147127678732,0.6480039401688066,0.4815533980582524,0.1707603902729671,0.1096575408288132,0.1068671094892009,1.4334578476996525,0.0985923388331595,0.1018097959435551,0.8413510747185261,False,0
GigaPath,MHIST,0.25,456,461,2,0.8469340896812534,0.6193051210459627,0.4279835390946502,0.1748564938221342,0.1201554088001044,0.1201492629632995,1.3690659871012003,0.1224186861735525,0.1221476900244678,0.8710337768679631,False,0
GigaPath,MHIST,0.5,42,924,2,0.8671393841166938,0.7344347688566881,0.6308724832214765,0.1556571874874159,0.100402654416612,0.0991283275576535,1.3829631899534942,0.0702676723710875,0.078654812197677,0.7584442169907881,False,0
GigaPath,MHIST,0.5,123,924,2,0.8691202953358546,0.7479186734553461,0.6511627906976745,0.1529768969477447,0.0931125375112059,0.0938029073234959,1.4106894081242851,0.0659138088251959,0.0677823740130676,0.7523029682702149,False,0
GigaPath,MHIST,0.5,456,924,2,0.8676121015667206,0.7107946322852257,0.5909090909090909,0.1568022164046736,0.0995315890050957,0.1021439902054894,1.3567874098916402,0.0870776014083282,0.0852015107112857,0.7830092118730808,False,0
